datetime,date,name,gain,rank,p
2023-07-07T00:34:18.406936,2023-07-07,PP,33.1,1,0.9586
2023-07-07T00:34:18.406936,2023-07-07,PP,33.1,2,1.0
2023-07-07T00:34:18.406936,2023-07-07,PP,33.1,3,1.0
2023-07-07T00:34:18.406936,2023-07-07,PP,33.1,4,1.0
2023-07-07T00:34:18.406936,2023-07-07,PSOE,27.3,1,0.0414
2023-07-07T00:34:18.406936,2023-07-07,PSOE,27.3,2,1.0
2023-07-07T00:34:18.406936,2023-07-07,PSOE,27.3,3,1.0
2023-07-07T00:34:18.406936,2023-07-07,PSOE,27.3,4,1.0
2023-07-07T00:34:18.406936,2023-07-07,VOX,13.9,1,0.0
2023-07-07T00:34:18.406936,2023-07-07,VOX,13.9,2,0.0
2023-07-07T00:34:18.406936,2023-07-07,VOX,13.9,3,0.5762
2023-07-07T00:34:18.406936,2023-07-07,VOX,13.9,4,1.0
2023-07-07T00:34:18.406936,2023-07-07,SUMAR,13.4,1,0.0
2023-07-07T00:34:18.406936,2023-07-07,SUMAR,13.4,2,0.0
2023-07-07T00:34:18.406936,2023-07-07,SUMAR,13.4,3,0.4238
2023-07-07T00:34:18.406936,2023-07-07,SUMAR,13.4,4,1.0
2023-07-07T00:35:10.887863,2023-07-07,PP,33.1,1,0.9546
2023-07-07T00:35:10.887863,2023-07-07,PP,33.1,2,1.0
2023-07-07T00:35:10.887863,2023-07-07,PP,33.1,3,1.0
2023-07-07T00:35:10.887863,2023-07-07,PP,33.1,4,1.0
2023-07-07T00:35:10.887863,2023-07-07,PSOE,27.3,1,0.0454
2023-07-07T00:35:10.887863,2023-07-07,PSOE,27.3,2,1.0
2023-07-07T00:35:10.887863,2023-07-07,PSOE,27.3,3,1.0
2023-07-07T00:35:10.887863,2023-07-07,PSOE,27.3,4,1.0
2023-07-07T00:35:10.887863,2023-07-07,VOX,13.9,1,0.0
2023-07-07T00:35:10.887863,2023-07-07,VOX,13.9,2,0.0
2023-07-07T00:35:10.887863,2023-07-07,VOX,13.9,3,0.577
2023-07-07T00:35:10.887863,2023-07-07,VOX,13.9,4,1.0
2023-07-07T00:35:10.887863,2023-07-07,SUMAR,13.4,1,0.0
2023-07-07T00:35:10.887863,2023-07-07,SUMAR,13.4,2,0.0
2023-07-07T00:35:10.887863,2023-07-07,SUMAR,13.4,3,0.423
2023-07-07T00:35:10.887863,2023-07-07,SUMAR,13.4,4,1.0
