datetime,date,name1,name2,gain1,gain2,p
2023-07-07T00:34:18.406936,2023-07-07,PP,PSOE,33.1,27.3,0.9989
2023-07-07T00:34:18.406936,2023-07-07,PP,VOX,33.1,13.9,0.001
2023-07-07T00:34:18.406936,2023-07-07,PP,SUMAR,33.1,13.4,0.0001
2023-07-07T00:34:18.406936,2023-07-07,PSOE,VOX,27.3,13.9,0.0
2023-07-07T00:34:18.406936,2023-07-07,PSOE,SUMAR,27.3,13.4,0.0
2023-07-07T00:34:18.406936,2023-07-07,SUMAR,VOX,13.4,13.9,0.0
2023-07-07T00:35:10.887863,2023-07-07,PP,PSOE,33.1,27.3,0.9992
2023-07-07T00:35:10.887863,2023-07-07,PP,VOX,33.1,13.9,0.0006
2023-07-07T00:35:10.887863,2023-07-07,PP,SUMAR,33.1,13.4,0.0002
2023-07-07T00:35:10.887863,2023-07-07,PSOE,VOX,27.3,13.9,0.0
2023-07-07T00:35:10.887863,2023-07-07,PSOE,SUMAR,27.3,13.4,0.0
2023-07-07T00:35:10.887863,2023-07-07,SUMAR,VOX,13.4,13.9,0.0
