datetime,date,name,gain,less,p
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,0.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,0.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,1.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,1.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,2.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,2.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,3.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,3.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,4.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,4.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,5.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,5.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,6.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,6.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,7.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,7.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,8.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,8.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,9.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,9.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,10.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,10.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,11.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,11.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,12.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,12.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,13.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,13.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,14.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,14.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,15.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,15.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,16.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,16.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,17.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,17.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,18.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,18.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,19.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,19.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,20.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,20.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,21.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,21.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,22.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,22.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,23.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,23.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,24.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,24.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,25.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,25.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,26.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,26.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,27.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,27.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,28.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,28.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,29.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,29.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,30.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,30.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,31.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,31.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,32.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,32.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,33.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,33.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,34.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,34.5,0.9998
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,35.0,0.9996
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,35.5,0.9992
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,36.0,0.9973
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,36.5,0.994
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,37.0,0.9887
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,37.5,0.9796
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,38.0,0.9584
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,38.5,0.9313
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,39.0,0.89
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,39.5,0.8427
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,40.0,0.7842
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,50.05,0.0002
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,0.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,0.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,1.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,1.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,2.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,2.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,3.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,3.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,4.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,4.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,5.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,5.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,6.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,6.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,7.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,7.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,8.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,8.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,9.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,9.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,10.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,10.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,11.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,11.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,12.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,12.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,13.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,13.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,14.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,14.5,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,15.0,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,15.5,1.0
