datetime,date,name,gain,rank,p
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,1,0.2841
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,2,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,3,1.0
2023-04-09T21:52:16.290346,2023-04-09,Erdoğan,42,4,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,1,0.7159
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,2,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,3,1.0
2023-04-09T21:52:16.290346,2023-04-09,Kılıçdaroğlu,44,4,1.0
2023-04-09T21:52:16.290346,2023-04-09,Oğan,3,1,0.0
2023-04-09T21:52:16.290346,2023-04-09,Oğan,3,2,0.0
2023-04-09T21:52:16.290346,2023-04-09,Oğan,3,3,0.2121
2023-04-09T21:52:16.290346,2023-04-09,Oğan,3,4,1.0
2023-04-09T21:52:16.290346,2023-04-09,İnce,4,1,0.0
2023-04-09T21:52:16.290346,2023-04-09,İnce,4,2,0.0
2023-04-09T21:52:16.290346,2023-04-09,İnce,4,3,0.7879
2023-04-09T21:52:16.290346,2023-04-09,İnce,4,4,1.0
2023-04-09T21:56:52.604989,2023-04-09,Erdoğan,42,1,0.2815
2023-04-09T21:56:52.604989,2023-04-09,Erdoğan,42,2,1.0
2023-04-09T21:56:52.604989,2023-04-09,Erdoğan,42,3,1.0
2023-04-09T21:56:52.604989,2023-04-09,Erdoğan,42,4,1.0
2023-04-09T21:56:52.604989,2023-04-09,Kılıçdaroğlu,44,1,0.7185
2023-04-09T21:56:52.604989,2023-04-09,Kılıçdaroğlu,44,2,1.0
2023-04-09T21:56:52.604989,2023-04-09,Kılıçdaroğlu,44,3,1.0
2023-04-09T21:56:52.604989,2023-04-09,Kılıçdaroğlu,44,4,1.0
2023-04-09T21:56:52.604989,2023-04-09,Oğan,3,1,0.0
2023-04-09T21:56:52.604989,2023-04-09,Oğan,3,2,0.0
2023-04-09T21:56:52.604989,2023-04-09,Oğan,3,3,0.2155
2023-04-09T21:56:52.604989,2023-04-09,Oğan,3,4,1.0
2023-04-09T21:56:52.604989,2023-04-09,İnce,4,1,0.0
2023-04-09T21:56:52.604989,2023-04-09,İnce,4,2,0.0
2023-04-09T21:56:52.604989,2023-04-09,İnce,4,3,0.7845
2023-04-09T21:56:52.604989,2023-04-09,İnce,4,4,1.0
2023-04-09T22:00:33.245204,2023-04-09,Erdoğan,42,1,0.2793
2023-04-09T22:00:33.245204,2023-04-09,Erdoğan,42,2,1.0
2023-04-09T22:00:33.245204,2023-04-09,Erdoğan,42,3,1.0
2023-04-09T22:00:33.245204,2023-04-09,Erdoğan,42,4,1.0
2023-04-09T22:00:33.245204,2023-04-09,Kılıçdaroğlu,44,1,0.7207
2023-04-09T22:00:33.245204,2023-04-09,Kılıçdaroğlu,44,2,1.0
2023-04-09T22:00:33.245204,2023-04-09,Kılıçdaroğlu,44,3,1.0
2023-04-09T22:00:33.245204,2023-04-09,Kılıçdaroğlu,44,4,1.0
2023-04-09T22:00:33.245204,2023-04-09,Oğan,3,1,0.0
2023-04-09T22:00:33.245204,2023-04-09,Oğan,3,2,0.0
2023-04-09T22:00:33.245204,2023-04-09,Oğan,3,3,0.208
2023-04-09T22:00:33.245204,2023-04-09,Oğan,3,4,1.0
2023-04-09T22:00:33.245204,2023-04-09,İnce,4,1,0.0
2023-04-09T22:00:33.245204,2023-04-09,İnce,4,2,0.0
2023-04-09T22:00:33.245204,2023-04-09,İnce,4,3,0.792
2023-04-09T22:00:33.245204,2023-04-09,İnce,4,4,1.0
