datetime,date,name,gain,less,p
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,0.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,0.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,1.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,1.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,2.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,2.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,3.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,3.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,4.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,4.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,5.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,5.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,6.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,6.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,7.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,7.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,8.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,8.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,9.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,9.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,10.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,10.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,11.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,11.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,12.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,12.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,13.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,13.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,14.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,14.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,15.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,15.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,16.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,16.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,17.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,17.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,18.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,18.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,19.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,19.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,20.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,20.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,21.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,21.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,22.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,22.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,23.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,23.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,24.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,24.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,25.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,25.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,26.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,26.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,27.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,27.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,28.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,28.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,29.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,29.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,30.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,30.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,31.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,31.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,32.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,32.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,33.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,33.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,34.0,0.9996
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,34.5,0.9987
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,35.0,0.9973
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,35.5,0.9927
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,36.0,0.9845
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,36.5,0.9678
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,37.0,0.9425
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,37.5,0.9089
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,38.0,0.8669
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,38.5,0.8154
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,39.0,0.7532
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,39.5,0.6826
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,40.0,0.6123
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,40.5,0.5419
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,41.0,0.4682
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,41.5,0.3945
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,42.0,0.3195
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,42.5,0.2536
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,43.0,0.1913
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,43.5,0.1361
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,44.0,0.0915
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,44.5,0.0557
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,45.0,0.0311
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,45.5,0.0166
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,46.0,0.0076
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,46.5,0.003
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,47.0,0.0015
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,47.5,0.0005
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,48.0,0.0002
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,48.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,49.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,49.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,50.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,50.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,51.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,51.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,52.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,52.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,53.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,53.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,54.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,54.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,55.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,55.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,56.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,56.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,57.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,57.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,58.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,58.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,59.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,59.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,60.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,0.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,0.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,1.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,1.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,2.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,2.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,3.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,3.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,4.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,4.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,5.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,5.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,6.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,6.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,7.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,7.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,8.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,8.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,9.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,9.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,10.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,10.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,11.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,11.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,12.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,12.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,13.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,13.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,14.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,14.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,15.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,15.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,16.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,16.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,17.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,17.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,18.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,18.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,19.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,19.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,20.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,20.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,21.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,21.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,22.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,22.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,23.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,23.5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,24.0,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,24.5,0.9999
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,25.0,0.9998
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,25.5,0.9989
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,26.0,0.9972
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,26.5,0.9928
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,27.0,0.9837
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,27.5,0.9687
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,28.0,0.9421
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,28.5,0.9091
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,29.0,0.8617
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,29.5,0.8038
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,30.0,0.7353
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,30.5,0.6592
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,31.0,0.584
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,31.5,0.5065
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,32.0,0.4306
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,32.5,0.3513
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,33.0,0.2763
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,33.5,0.2131
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,34.0,0.1506
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,34.5,0.0968
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,35.0,0.0589
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,35.5,0.0335
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,36.0,0.017
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,36.5,0.0088
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,37.0,0.0036
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,37.5,0.0012
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,38.0,0.0005
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,38.5,0.0001
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,39.0,0.0001
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,39.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,40.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,40.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,41.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,41.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,42.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,42.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,43.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,43.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,44.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,44.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,45.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,45.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,46.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,46.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,47.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,47.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,48.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,48.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,49.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,49.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,50.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,50.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,51.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,51.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,52.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,52.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,53.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,53.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,54.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,54.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,55.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,55.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,56.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,56.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,57.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,57.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,58.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,58.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,59.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,59.5,0.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,60.0,0.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,0.0,1.0
