datetime,date,name,gain,rank,p
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,1,0.9986
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,2,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,3,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,4,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,5,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,6,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,7,1.0
2023-06-15T01:23:04.398544,2023-05-13,ND,40.79,8,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,1,0.0014
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,2,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,3,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,4,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,5,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,6,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,7,1.0
2023-06-15T01:23:04.398544,2023-05-13,SYRIZA,31.53,8,1.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,1,0.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,2,0.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,3,0.9481
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,4,0.9991
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,5,1.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,6,1.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,7,1.0
2023-06-15T01:23:04.398544,2023-05-13,PASOK,8.1,8,1.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,5.3,1,0.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,5.3,2,0.0
2023-06-15T01:23:04.398544,2023-05-13,KKE,5.3,3,0.0512
2023-06-15T01:23:04.398544,2023-05-13,KKE,5.3,4,0.8352
2023-06-15T01:23:04.398544,2023-05-13,KKE,5.3,5,0.953
2023-06-15T01:23:04.398544,2023-05-13,KKE,5.3,6,0.9864
2023-06-15T01:23:04.398544,2023-05-13,KKE,5.3,7,0.9978
2023-06-15T01:23:04.398544,2023-05-13,KKE,5.3,8,1.0
2023-06-15T01:23:04.398544,2023-05-13,EL,3.7,1,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,3.7,2,0.0
2023-06-15T01:23:04.398544,2023-05-13,EL,3.7,3,0.0007
2023-06-15T01:23:04.398544,2023-05-13,EL,3.7,4,0.1212
2023-06-15T01:23:04.398544,2023-05-13,EL,3.7,5,0.5798
2023-06-15T01:23:04.398544,2023-05-13,EL,3.7,6,0.7924
2023-06-15T01:23:04.398544,2023-05-13,EL,3.7,7,0.925
2023-06-15T01:23:04.398544,2023-05-13,EL,3.7,8,1.0
2023-06-15T01:23:04.398544,2023-05-13,NIKI,2.92,1,0.0
2023-06-15T01:23:04.398544,2023-05-13,NIKI,2.92,2,0.0
2023-06-15T01:23:04.398544,2023-05-13,NIKI,2.92,3,0.0
2023-06-15T01:23:04.398544,2023-05-13,NIKI,2.92,4,0.0193
2023-06-15T01:23:04.398544,2023-05-13,NIKI,2.92,5,0.1858
2023-06-15T01:23:04.398544,2023-05-13,NIKI,2.92,6,0.4648
2023-06-15T01:23:04.398544,2023-05-13,NIKI,2.92,7,0.7457
2023-06-15T01:23:04.398544,2023-05-13,NIKI,2.92,8,1.0
2023-06-15T01:23:04.398544,2023-05-13,PE,2.89,1,0.0
2023-06-15T01:23:04.398544,2023-05-13,PE,2.89,2,0.0
2023-06-15T01:23:04.398544,2023-05-13,PE,2.89,3,0.0
2023-06-15T01:23:04.398544,2023-05-13,PE,2.89,4,0.0176
2023-06-15T01:23:04.398544,2023-05-13,PE,2.89,5,0.1826
2023-06-15T01:23:04.398544,2023-05-13,PE,2.89,6,0.4566
2023-06-15T01:23:04.398544,2023-05-13,PE,2.89,7,0.7366
2023-06-15T01:23:04.398544,2023-05-13,PE,2.89,8,1.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,2.63,1,0.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,2.63,2,0.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,2.63,3,0.0
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,2.63,4,0.0076
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,2.63,5,0.0988
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,2.63,6,0.2998
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,2.63,7,0.5949
2023-06-15T01:23:04.398544,2023-05-13,MeRA25,2.63,8,1.0
