condition_id,market_name,yes_token_id,no_token_id,rank,name
0x2b1e18ef56cb7222ce2fb03d6cd9fb8fcca06d80b64d0dacbe6ce2f00ab31d00,Will Henrique Gouveia e Melo win the 2026 Portugal presidential election?,107252287464378185480339300277791815889919330201891674919771186169934663184025,108290077635041993245111833080106297350242002571244675087631982922823879559265,1,Gouveia e Melo
0xed888eb64bffa457086fb5904e9b2046da9aa31c5db36e9d4a303efa7e850d76,Will Luís Marques Mendes win the 2026 Portugal presidential election?,4370640939548049160201828166293191503482026064792352053936490018661409706941,73052907052175436380025731458637271310287515048140611629593241979776449716131,1,Marques Mendes
0xa062dea464f0e8fc3381176494198cf45574ec190eca77a40f49988320fa15f2,Will António José Seguro win the 2026 Portugal presidential election?,16754375222233973989954094649431109282368408854808102040230156977754673841406,2941656641529467089826910607945793276058581543804243973571467775773698944388,1,António José Seguro
0xbcb33ad98c8141b10f2350ef687eddf0660484ecc15be42ecdae64339e64dce1,Will André Ventura win the 2026 Portugal presidential election?,87048058140607839077917415447158941112086606824479198286281986963033007181784,105108334823274411453837752322302146951506166827237470954759784982159162094956,1,André Ventura
